y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
-1.8485038,6.6020813,1.3174163,.84261799,1.9005752,.84261799,1.5310293,.51655978,-.34873545,2.1213858,.15130264,.7473706
1.1828984,-4.1202693,-.63057023,-.31012633,-1.4311334,-.31012633,.39552158,-1.6207596,-.21307515,-.38723904,-.80065674,-.78224075
-2.6155694,9.2608232,2.2274303,1.6303899,1.4730139,1.6303899,1.1340454,1.6815219,-.51596797,1.5027869,2.0686817,.35490733
.42657161,-2.6528955,-1.3844445,-.36768833,-.44203287,-.36768833,.42645413,-1.3000065,.78251106,-1.0200351,-1.5240314,-1.2399453
.71106136,-2.6864016,-.77063709,-.12321539,-1.0449725,-.12321539,.6040051,-1.5617983,.33343214,.53022575,-.51952714,-1.5836509
-3.0942755,10.206982,2.8916028,1.0719825,1.8784009,1.0719825,.04289332,3.9269199,-.67680073,1.7087008,2.0470304,-.78452682
.42320195,-2.7907271,.081969954,-.55188006,-1.8947309,-.55188006,-1.0115801,.34941563,.78795844,-1.6120456,-.85617262,-1.5461498
-5.4772372,17.846334,3.6842408,1.973191,4.4009838,1.973191,.97774482,4.7837734,.053208735,1.0640109,3.7884033,-.27105442
5.4488811,-19.720034,-4.845005,-2.7571146,-4.4142194,-2.7571146,-2.4706185,-3.484112,1.0081509,-5.2610774,-3.5282717,-.8285206
2.6679058,-9.1326761,-3.2953436,-.96683598,-3.7779343,-.96683598,.94367409,-.93866909,-.13073163,1.5298882,-3.5146923,1.1401087
-.075534083,.20434774,.57925445,-.0015401479,-2.2284212,-.0015401479,.52427936,1.2348069,.09750855,1.4921632,-.3973693,.61950332
.48547727,-.71134579,.42205811,-.26266673,-1.2438853,-.26266673,.67454255,-.80311251,.76438481,.6203391,1.4096179,1.326593
2.6097112,-8.7929449,-.51544696,-.54141974,-3.9301615,-.54141974,.48080075,-1.5377375,-2.2075598,-.98422152,-1.7246611,-.83733678
2.4064348,-8.2625866,-3.2460997,-1.1614887,-1.6104285,-1.1614887,-1.1455123,-1.8723239,1.9347552,-.041232314,-2.1914818,.42621988
.70231915,-2.5655084,-.86367494,-.27005246,.08480794,-.27005246,.25944245,-.68747324,-.81850559,.80771166,-2.9597661,.23218423
.63368547,-2.2923214,1.5816045,-.58292186,-.62496185,-.58292186,-.9431231,-.78603548,-.3539618,-2.3358417,-1.0316066,.74421799
1.3047807,-4.5282683,.12304968,-.7385689,.16108808,-.7385689,-1.3728123,-1.5200082,-.44244781,-2.7469761,.61312217,-1.7384121
2.4112256,-8.9232779,-3.6327057,-.78571016,-1.9154449,-.78571016,-.18053025,-1.3555944,-.26758242,-1.1167481,-1.6937175,-1.6508193
-2.1473815,6.955667,2.9032371,1.1222694,.48751426,1.1222694,1.2072426,.37312832,-.25999385,2.1611409,-.077515773,-1.3700616
3.3032537,-10.31026,-3.4548051,-.81033427,-2.2358217,-.81033427,.25829872,-2.2175674,-1.039696,.95111376,-2.6827815,.83446026
1.0405393,-3.6505303,-1.1903999,-.12053925,-2.1765125,-.12053925,.22947034,-.41271409,.14070432,.94744605,-1.2316417,-.30454275
2.1636522,-8.4069643,-3.0107272,-1.047076,-2.1551769,-1.047076,-.71890253,-1.3279173,.89991164,-3.69083,-1.9891335,.94868338
4.390964,-15.756265,-4.2281957,-2.3100989,-3.0403242,-2.3100989,-2.554878,-2.4007366,1.0880679,-3.5148513,-4.6090579,.89720839
3.8238914,-13.399105,-3.4644482,-1.6840221,-2.6190157,-1.6840221,-.86479986,-3.1392086,.056411352,-2.6029627,-3.7059171,.40288273
-.75428355,3.3961267,.83951199,.37747517,-.46815112,.37747517,.39946645,1.2303627,.63998634,.53515595,2.8327265,1.5474776
2.4190476,-10.409594,-2.9837952,-1.5840399,-2.941087,-1.5840399,-1.0094984,-2.7254877,2.418355,-3.2746313,-3.9595454,-1.1207606
-.62754953,2.0919693,1.2832048,.60051775,-.28210995,.60051775,-.6779834,1.4959834,-.92816114,-1.553359,2.1618652,-.71825498
-.68826312,1.8995776,.52996206,-.186272,.62352896,-.186272,-1.3348259,.82628047,1.6271759,-1.2903298,1.4465464,-.22148463
-1.4374255,5.9417953,.41330636,1.0205684,2.0040238,1.0205684,1.3656049,-.53973138,.65745515,4.0339923,-.20675857,1.1072254
-1.8116317,5.990643,.66984689,.8070274,1.6939936,.8070274,-.32030311,2.4763367,-.14328577,.28407776,3.5436139,-1.959331
.69439268,-2.6149421,-.91388929,-.63678753,.45668718,-.63678753,-.7839976,.28519434,-.38536173,-1.0545061,-.56796187,-.16259623
3.4862373,-11.809139,-4.3235116,-1.3868396,-2.5933416,-1.3868396,.28579587,-3.0991573,.69475496,.6727609,-3.5071247,.15071103
3.2017817,-11.572549,-2.7197192,-1.6714939,-3.0883832,-1.6714939,-.61007416,-4.5780292,2.7666442,-1.1321803,-2.3998244,-1.589282
-.3514232,.68504542,-.20035008,-.10701208,.6347959,-.10701208,.016885759,-.55128288,.99902087,-.3324402,-.69821918,.036187369
.059491899,-.22315222,-1.1597824,-.15328716,1.1150788,-.15328716,-.49710485,-.91039181,1.5356224,-2.4338028,1.1014289,1.385962
.92821586,-2.3303437,-.0098590683,.034421869,-.99376065,.034421869,.67305297,-.70615596,-1.3624648,1.2708344,-.58872932,.21345483
-1.4872844,5.8470936,.23346506,.95738852,.15243632,.95738852,1.4550439,.03409104,2.0572801,4.6181941,-.2313849,1.8280424
-1.8999474,7.1613865,2.452724,.93394107,1.0342385,.93394107,.92898619,1.5302854,-.65272939,2.5976415,1.4714695,.22211614
1.1898963,-5.2589736,-2.0669367,-.96489024,.83148229,-.96489024,-1.7741721,1.4455363,-1.7651027,-4.6872234,-.63197821,-.65249449
1.7490594,-5.0711584,.36796927,-.4212288,-1.9664617,-.4212288,-.77367002,-.69075787,-1.1657803,-.2041122,-.23643392,.087457143
-4.0834823,14.239227,1.6870308,1.9608727,3.0466173,1.9608727,2.3999181,1.4553239,1.7285924,4.7107339,1.9747652,.78119361
-.45692962,1.4001583,-.97652471,.21466419,.41734305,.21466419,.25787506,1.8775067,-.60537022,.71637648,-.70926088,1.1540747
1.3859068,-4.6094227,-2.2917488,-.35178888,.11877859,-.35178888,-.47153565,-1.7228316,.46149254,-1.3177937,.021219537,-.40550077
-3.3049867,12.897122,2.8229601,1.7951128,3.9453726,1.7951128,.506235,2.6529369,-.62060809,1.2328206,6.5170541,.43018952
-1.5296913,5.4533958,-1.2154737,.52758533,2.4032068,.52758533,.55022436,.60684615,2.0534215,2.3193591,1.1694336,.78497374
7.0122023,-23.781599,-5.7905102,-3.1451731,-4.7380667,-3.1451731,-2.4129174,-5.2156196,.66586131,-4.5767736,-5.5591521,1.9504772
-.65012419,1.326313,-2.2425444,.18294635,.066820063,.18294635,2.1564457,-.051703785,1.0314027,3.7723663,-1.8884287,-1.2700956
-.59987873,1.9265541,.74854225,-.28730807,1.2582135,-.28730807,-.36998841,-.30746382,1.1718667,.68859726,-.65343183,.24012396
-2.4353287,7.7025275,1.4116106,.48953667,2.6084509,.48953667,-.70720094,2.4790757,.93151778,-.75246471,2.6309948,-.42084205
-1.7621514,6.7419662,4.3030634,.36662507,1.0037229,.36662507,-.90248168,1.0766528,.52775854,-.32922933,3.2730823,.36246192
-.39254802,1.1689932,1.7272696,-.67650503,1.8551352,-.67650503,-.94666421,-1.0587244,.944987,-1.775483,-.061712038,.35829288
-4.7719631,15.066685,2.1637206,1.4603221,3.6215613,1.4603221,-.049155634,5.0586762,1.3512377,.037960917,5.307096,-1.5038778
.82685786,-3.5119529,-1.682326,-.61711186,-.79336458,-.61711186,-.39799967,.0038594408,.59210163,-2.4980464,-1.6915252,2.1202528
-1.0910828,4.0010166,.1311022,.40319979,1.4855187,.40319979,.4611811,.90089512,.2159197,1.0702256,.98427355,.61571848
-.63801205,2.2622838,1.8071223,.056780387,1.3408805,.056780387,-1.2684804,.24136402,.027836675,-3.3340688,1.7204472,1.0210727
.078499116,.023034573,.4025813,-.14512517,1.0575058,-.14512517,-.38431662,-1.7464714,.98398578,-1.6815277,.78939092,.59942943
2.6521795,-7.7993803,-2.0318978,-.70440441,-3.3995028,-.70440441,-.031848289,-.82069713,-.10662533,.76238012,-.40121582,1.8033193
5.0976906,-16.943033,-4.1189308,-1.8333721,-5.035635,-1.8333721,-.62085086,-3.7254198,.22454676,.16200115,-3.14255,-.99336869
4.1921721,-12.805876,-4.4543676,-.88119799,-2.0657837,-.88119799,-.34819737,-1.3671926,-2.8079386,-.93832511,-.83153588,.75062799
2.121644,-8.3597336,-.47455397,-1.4445586,-2.3509412,-1.4445586,-1.9433483,-.29547805,-.40629473,-3.1543431,-1.5150555,-1.8384838
.44039631,-1.9101633,.14439237,-.28376433,.0027377401,-.28376433,-.51528603,-.5597229,-.41475576,-.93721092,-.43942982,-1.4396508
.74700582,-1.9260883,.047299325,-.35529026,.85945952,-.35529026,-.75274312,.20557326,-1.5750968,-.42053342,1.3697956,-1.3797357
-1.7052305,5.928865,2.7120821,1.0243863,.78653014,1.0243863,.8630724,.35353285,-.83512497,.54841632,1.0165527,-.44919834
-3.5924547,11.333755,2.8407147,1.026957,1.911019,1.026957,1.1585457,.83916414,2.5303977,1.839813,.12280662,.64220881
-3.0354846,9.9955244,3.6977561,.9762581,1.3294146,.9762581,.77689117,1.7584018,.48054427,.87602669,2.3408885,-.56934905
-2.3029182,9.3297806,2.0366988,1.4868058,1.7483807,1.4868058,1.5048392,2.0430906,-.9768402,4.9929781,3.3088019,-.77052999
-5.4000564,18.806152,4.2234206,1.9648552,6.2025013,1.9648552,.67429584,4.0070405,-.23081598,2.4783409,4.1819444,.20812678
-.7841289,2.6663179,-.089199372,.059814084,.8699888,.059814084,.61895478,-.45974526,1.6066909,1.2826321,-.60318822,1.2441213
-1.0888313,4.0453577,1.7401007,.20816013,.58316696,.20816013,-.3836782,1.0903887,.5990591,-1.1589479,2.2878077,1.4246705
-1.1687317,4.671216,-.79766184,1.1540891,.59426385,1.1540891,1.9187251,.12037912,.52733177,4.0314536,1.7048484,-.84353501
-1.0523558,2.9541018,.56238496,.36850274,1.2044218,.36850274,.32922244,.56672972,-.44566253,1.0782961,-1.2651607,-1.024098
3.2599041,-9.7725639,-1.4868616,-.80926645,-3.6569619,-.80926645,.085272498,-2.5738456,-.52163434,1.1908064,-1.8104213,.8907572
-1.1707128,3.6668382,2.1023812,-.072457865,.86010194,-.072457865,-1.3263282,1.7642274,.41137153,-2.8953924,1.8624159,1.1756338
4.141253,-13.516637,-2.4735541,-1.4993249,-5.4450712,-1.4993249,-.30551842,-2.1049163,-.18892646,-.46613538,-1.9577429,.68713498
5.6250515,-20.299828,-4.6524496,-2.6848679,-4.6940823,-2.6848679,-2.1375892,-4.4809031,1.034932,-5.0800562,-4.5019941,-.65047753
.1993739,-.56009829,-.57988262,-.0086834496,-.28371543,-.0086834496,.20895198,-.56450772,.67642242,.84980249,.19158268,-.40707439
3.7429187,-11.954281,-3.3785815,-1.277137,-2.2604394,-1.277137,.45189431,-3.912163,-.30071732,1.7698056,-4.8689694,.90452331
.1922792,-1.3800113,.65869731,-.67589492,-.64689231,-.67589492,-.63442755,-.32017651,.91457754,-1.1031394,-.50810164,-.64602733
.56314456,-1.3004527,-.053615332,.2248237,-2.1071603,.2248237,-.37847707,.16481048,.62434208,.17463532,1.7756233,.19050427
-2.0410254,5.8738694,2.1569626,.85068101,.51647979,.85068101,.017934613,1.0748042,.40632606,-2.0587156,1.9785643,-1.2094303
-1.534893,6.481091,1.4921647,1.1513323,1.4896312,1.1513323,1.1399751,-.85827643,.91493213,2.3760741,2.4352775,.47962117
3.56179,-11.428618,-2.4796019,-1.444939,-3.3513041,-1.444939,-1.4442105,-1.9653304,.70170623,-.40335849,-2.1529145,1.1804824
4.2005177,-14.870093,-4.065659,-1.9298438,-4.4622684,-1.9298438,-1.17836,-2.8759534,1.571835,-1.0178486,-4.6113091,.54157388
2.2414198,-6.4048991,-1.9749267,-.29164258,-1.3652638,-.29164258,1.102043,-2.7829616,-.8005048,3.0692546,-1.7671756,-.58400214
-1.5042711,4.7107687,2.8652425,.013662005,2.2477422,.013662005,-1.0553555,.68272775,-.056912359,-1.8893882,.65935069,-.10990757
3.8560908,-13.070086,-2.8694546,-1.302691,-4.8803196,-1.302691,-.061787061,-2.4720688,-.18107307,.1207229,-2.7140839,-.77091765
6.0573211,-19.676796,-5.3079591,-1.9990984,-3.7608044,-1.9990984,-.8933841,-5.3600831,-.35636756,-2.0401106,-4.0009956,.97409183
-.99164766,2.5381768,-2.2753708,.02405124,-.50800633,.02405124,.28957152,2.4672003,2.5166798,.96555775,1.0531139,.95283335
-3.9353702,12.923929,1.3782231,1.7465466,2.6145079,1.7465466,2.1383677,3.1552119,.14452548,3.7437847,.59500009,.51740485
-.22661056,1.7326169,.19893594,.43794513,.28547117,.43794513,.59493786,1.1664593,-1.3890777,3.2071028,.84393865,-.74697667
3.8705521,-12.553258,-3.0814703,-1.1977226,-1.8766119,-1.1977226,-.27407482,-4.0527925,-.87286323,-1.2786001,-3.2353215,.35993773
-.35765418,1.4387144,.014665888,-.0051328754,1.2340138,-.0051328754,-1.4188056,.99768883,.62141722,-1.2401448,1.9825909,.19745557
-4.2647452,14.379427,3.9552054,1.8739973,4.5462856,1.8739973,.55059242,3.7745349,-2.1951857,1.4607974,2.7206006,-1.5606266
4.4890237,-14.702125,-3.4872947,-1.6554992,-3.6918259,-1.6554992,.14448798,-3.4379852,-.91850817,.15813738,-5.1346788,1.5483968
2.7693179,-8.6522636,-3.2157986,-.14443737,-1.7420222,-.14443737,.78577358,-2.2312415,-1.9601003,.59195906,-1.0677323,-1.1934079
2.4919968,-9.4106827,-1.8466828,-1.4633224,-1.5373285,-1.4633224,-1.1803333,-1.304208,-.61548483,-2.4421477,-3.6979403,-.27201954
.53541529,-3.0364852,-2.4656231,-.9290877,.79523087,-.9290877,-.82726103,-.81709021,2.1364336,-1.9747072,.029455924,-1.3179686
1.6762016,-6.9988966,-1.8198222,-1.1924679,-3.2260451,-1.1924679,-1.0975562,-.10109393,1.6305566,-2.2965417,-1.3992459,-.10697972
-3.533206,11.036982,3.4642611,1.0386376,2.6026096,1.0386376,.53700727,2.5667434,-.21091457,.60445273,.76259053,-.69532305
-.41454664,1.2977086,1.4726535,-.29708385,.44170469,-.29708385,.3650378,-.88728327,.49976361,-.056453817,-.9793812,.76101273
-.56009912,.74311739,.30167282,.29786897,-1.1146456,.29786897,.813142,-.24161696,.3888272,-.55989152,-2.0407364,.18934126
-3.247968,11.743017,2.9240224,1.332792,2.7859876,1.332792,.93888927,2.3415222,.087011442,2.7225571,3.5762713,-.18203324
.10021795,-1.2834586,-.97423083,-.46251583,-.48662573,-.46251583,-.13647571,-.33710593,1.5760113,-.26769337,-.10548708,-1.3725863
3.8835621,-14.433877,-2.9337058,-1.6243513,-4.0135531,-1.6243513,-1.5430844,-1.9956244,-.69920629,-4.5864382,-4.6312675,.51378
-1.691354,6.5172253,3.2900441,.82562494,-.7327382,.82562494,1.6470931,.71073383,-.049157247,2.7975655,1.1558226,.9934172
-1.4427639,4.5111055,.66439354,-.17228138,2.6858406,-.17228138,-.64258045,2.2957079,-.14769326,-.80240601,.81511861,.5983988
-.69080329,1.7164524,.10631358,-.34462759,.83080864,-.34462759,-.23749666,.52596658,1.1801153,-.78140962,.038860742,.45245826
3.0988319,-9.8571177,-3.5148518,-.81170923,-1.7229707,-.81170923,-.18662977,-2.0789559,-.73029143,-1.7774246,-.96734351,1.165858
.081978492,-1.0445299,-.73438364,.024624236,-1.4556873,.024624236,.89428806,.51657444,-.31456998,1.5166776,-1.9708887,-.76330119
2.0576735,-6.4013972,-1.2595036,-.70703435,-2.8115585,-.70703435,-.027628032,-1.7350473,.84640884,1.621094,-1.3823625,.217545
1.1604526,-3.4915733,-2.0213563,-.51808542,.16164231,-.51808542,-.38662133,-2.5429204,2.3338532,-.57126933,.19687286,.90851361
-1.3584627,4.9005122,.54067874,.77872741,1.0442618,.77872741,.30458102,1.8605642,-.40702859,.36232078,2.0554612,.45724496
.91235131,-3.3475995,-1.7088149,-.31677887,.59488034,-.31677887,-.93424189,.13210434,-.79796958,-2.0796494,.71753925,-1.1572822
.1513745,-.69378674,-.44863662,-.24222532,1.9359218,-.24222532,-.58907664,-2.2093928,1.1018481,-1.4978452,-.36008048,-.40631074
-1.0076159,2.583626,.80262214,-.15119384,1.2799451,-.15119384,-1.0428972,.90149909,.94484466,-2.2794619,1.5867817,-.82915509
-2.5430865,8.1140556,3.82023,.6629442,.41493881,.6629442,.13270323,2.2593267,.16096865,.33863643,1.0574422,.068220869
-.3439503,1.4149711,-.92361671,.059186328,.64845949,.059186328,-.035134625,1.0283738,.57851642,.50521344,2.0042763,-.13232359
.54899365,-2.0313644,-1.5829421,-.24820916,-.8395794,-.24820916,-.073370188,.26874855,.69219708,.1948954,-.25676885,.34529197
-.74589658,.76796687,-.75414854,-.028593861,.21238621,-.028593861,.29553854,1.7949882,-.72360975,-.54970962,-2.7246449,-.51379371
4.7378793,-15.181134,-4.2488227,-1.830695,-3.2839913,-1.830695,-.70913798,-1.8388894,-1.4389026,-.26154736,-3.9092734,2.0192795
2.268146,-7.790143,-1.4941978,-.96994996,-2.302104,-.96994996,-.44895503,-2.7342923,1.1293061,.0069811516,-2.5358672,-.21402384
1.5246509,-5.1565614,-.41929725,-.60950756,-2.2146683,-.60950756,-.59276867,-1.2948341,.58402228,-1.2836586,-1.181968,.93887126
2.7177937,-9.4177027,-1.0049424,-1.2337805,-1.4381558,-1.2337805,-.86073035,-3.6686673,.022354336,-3.30969,-1.8510156,-.42150947
-3.1740322,10.360322,.61394715,1.3509964,3.4357796,1.3509964,.93048221,1.1054732,1.5726473,1.6075073,1.2364173,.10532217
-3.8955088,12.503703,4.9189281,1.1788968,2.3570604,1.1788968,-.3570233,3.1212525,.10569192,-1.6187536,3.5823004,-.53760421
2.5230517,-8.1621447,-1.760796,-.84308094,-3.0271668,-.84308094,1.1679072,-3.2242868,.36835954,3.0512576,-3.4219527,-.57324147
-.17647745,-.032183412,.4390474,.23107466,-1.8274759,.23107466,.03584766,-.65905631,1.5173044,.20894429,-.2898038,-.88636947
-.63818771,2.9394979,-1.6921054,.57519013,.86925101,.57519013,1.646993,.33929166,.62568742,3.5045631,.086316071,1.4577094
-1.2337832,4.2598119,-.23624143,.49338678,1.5312632,.49338678,.89600396,1.8068643,-.72485161,2.0606148,-.28068578,.63969046
1.0395869,-3.3903658,-1.028785,.03907175,-2.0565417,.03907175,.59706366,-.51602352,-.46422273,.32539397,-.60287952,.11907465
.41926098,.31588262,-.69376612,.24714549,.57479554,.24714549,1.3297714,-1.4642798,.07507059,4.1030097,1.2903087,-.3124986
1.4748082,-4.7960367,-1.0454919,-.69983321,-1.0694317,-.69983321,.39363241,-1.3219608,-.35311833,1.7792537,-1.2461826,-1.4545454
-1.3765193,4.936224,.47583625,.89040363,.46348599,.89040363,1.1614162,-.23929432,1.2939728,2.2240293,.20499638,.83054715
-1.1538599,4.1605701,1.0537694,.27046144,2.2618966,.27046144,-.9474501,1.2025033,.048927888,-3.0665309,3.3080297,1.005594
-1.3288716,4.8986297,.22687736,.49457037,.89693236,.49457037,1.259057,.11505701,1.4115649,2.3744047,-.14242479,1.9608722
-.81194401,3.4601738,.44950706,1.0009229,-.19665475,1.0009229,1.5905243,-.18220547,-.20284323,2.4680388,-.15504993,1.1535684
-1.7864447,6.3380952,1.6649929,1.3191289,-.036819499,1.3191289,1.6720008,1.2049221,-.80525881,2.5572822,-.089138575,.75335932
1.5875785,-4.7735243,.34664968,-.64406395,-1.2984804,-.64406395,-.11926566,-1.8840376,-.53026241,-.046296824,-1.4591516,.5270952
-.42916822,1.44986,.56143534,.041006986,.14498392,.041006986,.42802155,-.36141056,.59481579,1.2761087,-.4095259,-.14725849
-1.7412285,7.2002892,1.3470669,1.4895191,.76520592,1.4895191,1.7538633,.8737396,-.51862484,3.3962946,3.3374751,-.4362078
2.3714416,-8.4942474,-4.4692788,-1.646225,-.15814117,-1.646225,-1.0765278,-1.6168234,2.118974,-1.7864213,-.79248685,.23620343
-3.447767,10.464968,.73820293,.85085189,2.8274183,.85085189,.30400777,3.2253149,1.6683196,1.1299495,.72729737,.25762936
1.0011595,-3.7805939,-.44697598,-.66177493,-1.9312538,-.66177493,.038521953,-1.1319374,1.0146012,-.77970338,-.93651825,.30722129
.18658999,-1.3079889,-.4829298,-.53470129,1.7982057,-.53470129,-1.249324,-.90455133,.60001308,-3.2994883,-.62745076,.31501001
2.4664207,-8.3962755,-1.3690406,-.96861434,-2.8787243,-.96861434,.76257402,-3.2655888,.2917324,1.2209079,-4.6939182,.7371074
.57945043,-2.1166792,-.32048947,-.32137135,-.82014978,-.32137135,.24066263,-.56613892,-.0078210821,.75935793,-.16093074,-1.487258
-2.5825214,8.768218,2.4984796,1.0194796,1.6349701,1.0194796,1.0318089,.86861652,.69538361,1.1748395,2.1014097,-.20100135
-3.9288244,12.312378,2.158649,1.1421019,3.0126863,1.1421019,-.16536452,4.2259164,.79628724,-1.3120093,3.0679419,.74979675
2.5160377,-7.3443594,-.26138148,-.40374598,-3.7261696,-.40374598,.54995739,-.75144255,-2.3478312,2.2372067,-1.7716386,.11241435
-1.1621984,3.9378333,.88713688,.58020902,-.3009178,.58020902,1.0183926,1.5957364,-.42293277,2.1003182,-.35913023,.64152396
2.45801,-7.721724,-3.0305867,-.59165561,-1.1482471,-.59165561,.11118944,-1.1333799,-1.3373883,.18760389,-.53165072,-.60060549
-1.2520375,5.5604987,.82684898,.7740922,1.1867566,.7740922,1.4618399,.20976084,.327108,4.2532353,.33162785,1.5749665
-1.2323322,4.7803617,-.2311867,.77305824,.45533711,.77305824,1.5376134,1.7053381,-.23285694,3.6605697,.82508236,.54220545
6.2638392,-20.291332,-4.075458,-2.2564149,-6.3230205,-2.2564149,-.61560291,-4.5595841,-.20483698,-.52148604,-4.1993184,1.1051773
.42782003,-1.2028155,-.11218798,-.24781117,.61338282,-.24781117,-.77278203,.29827368,-.73387975,-.35750428,.52603966,-.70716971
1.593612,-4.415627,-2.228673,-.17027882,-.64588022,-.17027882,1.1253799,-.70477349,-1.6211227,3.7129438,-.8130452,-1.4111763
-1.0813696,4.1938181,.69401628,.76987964,1.4876688,.76987964,.28483391,.54967856,-.36213884,-.041716039,1.896144,.3857041
.70728993,-4.1462913,-1.4513433,-.87833667,-.22501475,-.87833667,-1.0445541,-.52514029,.85643464,-2.7967374,-2.0712566,-1.2112399
2.0717556,-6.8055396,-2.8837492,-.85506684,-2.1997123,-.85506684,-.2252683,.08626283,.12706123,-1.5319337,-.040352874,1.8612789
-3.1478167,11.802356,3.1817689,1.5381927,3.299891,1.5381927,.5988043,2.8633363,-1.2178299,.85384667,3.8044362,1.5149292
-.049111433,1.4615173,-.98885232,.61881757,-.43034387,.61881757,1.922516,-.72882175,.44938418,4.4587259,.51737589,.56041425
.71310532,-2.2698877,.71993279,-.61047363,1.2172805,-.61047363,-.93598032,-1.8327565,-.21741694,-1.1184417,-1.3695867,-.17673506
1.0477824,-3.1934981,-.18230003,-.26835307,-.74468136,-.26835307,.24869765,-1.7980633,-.18044487,1.124688,-.98685545,-.97031379
3.4923398,-11.733145,-3.0844498,-1.2586029,-2.2816103,-1.2586029,-1.1172669,-1.3646492,-1.3679633,-2.5932202,-1.6634935,.13079894
-.91706282,3.5044911,1.0358963,.3291204,.42929879,.3291204,.30588454,2.3315821,-1.2564114,2.0163403,1.211516,-.50395608
-2.9273903,8.9364576,2.220052,1.0887277,2.2960403,1.0887277,-.77370733,4.415648,-1.3990306,-2.465765,3.3154428,-1.071298
-.72237384,3.1500475,.76812279,.53577912,1.0390669,.53577912,.65671796,-.17220332,-.21321505,1.8656805,1.0951338,-.46311021
3.4634883,-12.891706,-3.7668805,-1.523621,-3.7526071,-1.523621,-.1503747,-3.0732548,.89865267,-.57431984,-3.4235191,-2.3673749
