PROVINCE,urban,age,gender,I1_3_1,party,army,sec_lan,f_b_hukou,f_n_hukou,m_b_hukou,m_n_hukou,b_hukou,n_hukou,local_hukou,migrant_hukou,cungaiju,u_w_m,u_c_m,r_m,p_m,uint_add_m,br_m,bus_m,I1_20_1,I1_20_2,n_r_o_i,I1_20_4,I1_20_5,I1_21,I1_22_1,I1_22_2,I1_22_3,tech_edu,I2_10,work_exp,I3a1_1,I3a1_2,I3a1_5,I3a1_9,I3a1_14,I3a1_16_1,I3a1_16_2,I3a1_16_3,I3a1_19_1,I3a1_19_2,I3a1_19_3,I3a1_20_1,I3a1_20_2,I3a1_20_3,I3a1_20_4,I3a1_20_5,I3a1_20_7,I3a1_20_8,I3a1_20_9,I3a1_21,I3a2_1,friend,psychofriend,discussfriend,moneyfriend,memberelect,happy,happycp,I7_7_1,I7_7_2,I7_9,soccls,b_soccls,I7_10_3_1,t_soccls,soctrs,I9_1,I9_2,arm,health,I9_5,I9_6,ill,I9_8,I9_9,I9_10,I9_11,I9_12,I9_14,interviewway,reject,impat,itviewer_trust,fudge,colla,rely,lang,sinitviewer,look,sinitviewee,y,belief,edu,fedu,medu,jobmean,dinner,socresp,localsc,comlk,plan
330000,0,56,0,330000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,4,2,4,4,4,4,3,4,4,4,4,1,-999,4,2,2,5,1,6,6,1,5,4,7,7,7,5,4,161,141,161,1,1,3,0,0,0,1,1,0,0,1,1,2,3,2,3,3,1,1,3,0,1,1,-999,1,1,1.5555615,-.92245275,2.3947544,1,1.5265449,8
370000,0,47,0,370000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,4,2,2,2,2,4,4,2,2,4,0,0,0,4,3,165,170,165,2,2,2,0,0,0,3,3,0,0,1,4,4,3,3,3,3,2,1,6,0,1,0,1,1,1,-999,.14427178,.23965405,1,.66415,8
370000,1,33,1,370000,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,2,2,2,4,4,1,1,1,1,1,1,1,1,1,1,-999,2,2,2,1,3,5,4,1,4,1,4,2,0,2,3,173,200,175,2,1,1,0,0,0,2,2,1,1,1,1,4,3,2,3,3,1,0,8,0,0,0,4,2,2,-.66034037,1.2109963,-1.1265804,1,-.09566205,9
210000,0,41,1,370000,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2012,3,2,2,1,99998,4,4,1,5,4,3,3,9,2,3,168,140,167,2,1,3,0,0,0,2,2,1,1,1,4,4,3,3,3,3,1,0,6,0,1,0,1,1,1,.3145439,.87756401,.23965405,1,-.95805705,8
440000,0,41,0,440000,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3,3,3,1,4,4,4,1,5,3,6,4,4,2,3,163,96,160,3,1,1,0,0,0,2,3,0,0,1,4,4,4,4,4,4,2,0,8,0,1,0,3,1,1,-2.2738614,.40070075,.93470472,1,.66664851,8
500000,1,63,0,500000,0,0,0,1,99998,1,99998,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,3,2,2,1,5,5,1,4,4,5,6,5,3,2,148,88,146,1,2,1,0,0,0,3,2,0,0,1,1,3,3,4,4,3,2,1,7,0,0,0,-999,1,1,-999,.56741685,.23965405,1,.18415952,8
410000,1,59,1,410000,0,0,0,2,99998,2,99998,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,2,2,1,3,3,3,3,4,2,3,3,3,5,3,175,140,169,2,2,1,0,0,0,2,3,1,0,1,3,2,2,2,3,3,2,0,6,1,0,0,1,1,1,-999,-.92245275,.23965405,1,-1.3404616,8
440000,0,54,0,440000,0,0,0,1,2,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,0,0,0,3,4,4,2,4,3,5,5,6,5,3,157,130,155,3,2,2,1,0,0,3,3,0,0,1,4,3,3,3,3,3,2,1,6,0,1,0,-999,1,1,-.95049739,-.92245275,.93470472,1,-.57815105,8
650000,0,60,0,650000,0,0,0,1,99998,1,99998,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,1,1,1,1,6,6,2,1,4,2,1,5,2,3,150,80,153,4,2,2,1,0,60,2,2,0,0,2,4,4,3,3,3,3,2,0,6,0,1,1,2,-999,-999,1.2304783,1.8799417,-.43152967,1,-1.820452,8
500000,1,36,0,500000,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,2,2,3,4,4,4,3,3,3,2,1,2,2,4,1,-999,3,2,2,2,3,6,6,2,2,4,7,7,8,4,3,163,120,161,1,1,1,0,0,0,4,2,0,0,1,1,2,3,3,4,3,2,0,7,0,1,0,3,1,1,.78997415,.60021347,-.43152967,0,-.47806656,8
340000,0,53,0,340000,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3,2,3,3,1,4,4,2,3,3,6,4,7,3,2,156,120,150,4,2,2,0,0,0,3,3,0,0,1,4,4,3,3,3,3,2,1,6,1,1,0,1,1,1,.93296576,-999,-.45539662,0,.18415952,8
620000,0,58,0,620000,0,0,0,1,99998,1,99998,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,4,2,2,2,3,6,5,1,1,2,1,1,1,1,4,150,74,136,5,3,4,1,0,0,2,4,0,0,1,4,3,3,3,3,3,2,1,3,1,1,1,1,1,1,-.3543306,-999,.93470472,0,-.47556806,8
620000,0,16,1,620000,0,0,0,1,2,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,0,0,0,99998,4,5,5,3,4,5,4,7,5,3,174,128,170,4,3,1,1,0,7,2,2,0,0,1,3,3,3,3,3,3,1,1,6,0,1,0,1,2,1,-999,-999,-1.9154463,1,-.85797256,2
630000,1,42,1,630000,0,0,0,2,2,99998,99998,2,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,2,2,2,4,1,1,1,2,1,-999,-999,-999,-999,-999,1,-999,3,2,2,2,99998,5,5,1,2,4,3,3,5,5,3,160,120,160,2,1,3,0,0,0,1,3,1,1,1,4,4,2,3,3,3,2,0,6,0,0,0,3,3,1,.93296576,.38892868,-1.2203956,1,-.57815105,2
350000,1,62,0,350000,0,0,0,2,2,2,2,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,1,1,1,3,5,5,1,5,3,5,4,5,2,3,148,102,148,3,1,1,0,0,0,3,3,0,0,1,4,4,4,4,4,4,1,1,4,0,0,0,1,1,1,-1.1369122,-.92245275,.23965405,1,-.57815105,8
330000,1,50,1,330000,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,4,4,4,-999,-999,-999,-999,1,2,-999,4,1,-999,2,2,3,2,2,4,6,5,4,4,5,5,8,3,2,172,170,168,1,1,1,0,0,0,2,1,1,1,-999,-999,-999,-999,-999,-999,-999,-999,0,-999,0,1,1,1,1,1,.47828361,-.3325915,2.3947544,0,1.146639,2
230000,0,56,0,370000,0,0,0,1,99998,1,99998,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,0,0,0,1,6,6,1,3,3,5,5,5,1,2,165,136,160,3,3,1,0,0,2,2,3,0,0,1,4,3,3,2,3,2,1,1,4,0,0,0,-999,1,1,-2.2536464,-.92245275,.23965405,1,.94647002,8
440000,1,36,1,230000,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3,3,3,5,1,5,5,1,5,5,0,3,8,0,3,175,160,167,2,1,1,0,0,0,2,1,1,0,1,4,4,4,4,4,4,1,1,7,0,0,1,2,3,2,.31340224,-999,.23965405,1,-.09816055,5
340000,0,63,1,340000,0,0,0,1,99998,1,99998,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,3,3,3,3,5,5,1,4,4,3,4,4,1,3,162,112,162,2,3,2,0,0,0,2,2,1,1,2,4,4,3,3,3,4,1,1,4,0,1,0,-999,1,1,-.36282778,-.92245275,.23965405,1,1.0465544,8
520000,1,35,0,520000,0,0,0,2,2,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,2,2,2,1,3,3,3,5,1,1,1,5,1,2,150,90,150,3,1,1,0,0,0,2,2,0,0,1,4,4,4,4,4,4,2,1,8,1,0,0,1,1,1,-.39775386,-.92245275,.23965405,0,.28174546,1
410000,1,35,0,410000,0,0,0,1,99998,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,99999,0,1,1,1,0,0,1,1,2,2,2,3,1,2,2,4,2,2,2,2,2,2,1,-999,3,2,2,3,3,4,5,4,4,3,2,2,3,5,3,163,130,161,1,1,3,0,0,0,3,3,0,0,1,2,2,4,3,3,3,2,0,7,0,0,0,4,3,3,.27430224,2.1585124,.23965405,0,-.57815105,8
370000,0,59,0,370000,0,0,0,99999,99998,99999,99998,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,0,0,0,2,5,6,1,5,4,1,1,4,2,3,155,97,152,4,1,1,0,0,0,1,2,0,1,1,4,4,4,4,4,4,1,1,4,0,1,1,1,1,1,-2.2536464,-.92245275,.23965405,1,-.19324799,8
510000,0,18,1,510000,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3,2,2,1,99998,5,5,2,3,4,4,4,4,3,3,175,110,175,2,1,2,0,0,0,3,3,0,0,1,4,4,4,4,4,4,2,1,7,0,0,0,2,2,1,-999,-.10038512,.23965405,1,-.57815105,2
370000,0,46,0,320000,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,0,0,0,1,5,1,1,5,3,7,8,8,2,3,158,140,150,3,1,3,1,0,0,2,2,0,0,1,4,3,2,2,3,2,1,1,6,0,1,0,-999,1,1,-2.2536464,-999,.23965405,1,1.906451,1
210000,0,54,1,210000,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,2,2,1,1,3,1,1,3,3,4,1,6,1,2,175,130,170,3,2,2,1,0,0,2,2,1,0,1,4,4,4,4,4,4,1,1,9,0,1,0,1,1,1,.60788256,-.22185411,-1.9154463,0,-.47806656,8
110000,1,72,0,330000,0,0,0,99999,99998,99999,99998,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,0,0,0,99998,5,4,3,4,3,2,2,2,2,4,150,140,150,4,3,2,1,0,0,2,2,0,0,1,1,3,3,3,3,3,1,1,6,0,0,0,-999,-999,-999,-.80333191,-.45803997,.23965405,0,1.5240464,8
440000,0,19,1,440000,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,5,3,2,3,3,3,1,4,4,5,4,6,4,3,175,128,176,1,1,1,0,0,26,2,2,0,0,1,4,4,4,1,4,4,2,0,9,0,1,0,2,2,1,-999,1.3777124,-.43152967,1,.66415,2
440000,0,42,0,430000,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,3,3,2,3,6,6,3,3,4,5,5,5,5,3,145,90,142,1,4,2,0,0,0,3,4,0,0,1,4,4,3,3,3,3,1,0,5,0,0,0,1,2,1,.78997415,-.92245275,.23965405,1,.66165149,8
420000,0,56,0,420000,0,0,0,99998,1,99998,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,2,2,2,1,5,4,4,5,2,9,4,6,2,3,160,120,150,2,3,1,1,0,120,2,2,0,0,1,4,4,4,4,4,3,1,1,8,0,1,0,-999,1,1,-.13313901,-.92245275,.23965405,1,.66415,8
440000,1,16,1,440000,0,0,0,2,2,2,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,4,3,3,1,3,4,1,2,3,4,5,6,8,6,3,164,85,164,1,2,2,0,0,0,3,3,0,0,1,4,4,3,3,3,3,2,1,8,0,1,0,1,2,2,-999,-.92245275,-.43152967,1,.56656402,2
